step,entropy
252,2.43770673
253,2.29817869
254,1.48984648
255,2.37506468
256,0.38891104
257,1.22816610
258,1.31348038
259,1.58162712
260,1.09800572
261,1.75713804
262,0.86011814
263,1.51683484
264,1.30943424
265,0.86974989
266,0.16395865
267,0.75238110
268,1.54435769
269,0.71146853
270,1.35818799
271,1.23705714
272,2.38446955
273,1.04632159
274,1.90530020
275,1.55778020
276,1.47689438
277,0.06908675
278,1.91063090
279,0.85081799
280,0.64491500
281,1.66257023
282,0.52791630
283,1.52511361
284,0.97294722
285,2.15592941
286,1.62413813
287,0.49072791
288,0.78396460
289,0.77112970
290,0.23440327
291,0.19611890
292,0.74301318
293,2.29288563
294,2.03067343
295,1.97032317
296,2.10519265
297,0.99108419
298,0.09909396
299,1.40217499
300,1.38369793
301,0.00736413
302,0.48404214
303,0.19779900
304,1.25808982
305,2.27110789
306,1.14043574
307,2.13137386
308,0.73803189
309,1.70151385
310,0.96464507
311,1.67883429
312,2.04327254
313,0.75761944
314,0.38254499
315,0.59623125
316,0.03840531
317,0.03267463
318,0.77958921
319,1.12948995
320,1.04630181
321,0.75162675
322,0.41935288
323,2.19140068
324,1.99368362
325,0.72204789
326,0.88887879
327,0.02712730
328,0.99109134
329,0.60598508
330,1.99130368
331,1.18972103
332,1.49549318
333,1.70323745
334,1.58640514
335,1.55218986
336,0.47642414
337,0.89081616
338,1.08959232
339,0.34438568
340,0.30832833
341,0.81698766
342,2.40969888
343,1.91474675
344,1.38391376
345,0.43558303
346,0.24757729
347,2.26722401
348,1.11298144
349,1.74442835
350,0.67017005
351,0.34085579
352,0.68282185
353,0.07839776
354,0.43276681
355,0.47831354
356,0.44629799
357,0.13424940
358,2.24738521
359,2.22311567
360,0.54188582
361,1.75586843
362,1.17394955
363,1.45083987
364,0.16827397
365,2.10851591
366,1.15312727
367,1.30135252
368,2.36080291
369,2.14889207
370,2.14641274
371,1.35210909
372,1.40107594
373,2.27605972
374,1.89694154
375,1.07277058
376,0.93938492
377,2.43168733
378,0.24437478
379,1.14977193
380,2.03852389
381,1.94585197
382,2.07945682
383,1.72631540
384,0.40860647
385,1.47946568
386,1.24022372
387,1.45742084
388,1.18035691
389,1.42623241
390,2.07615968
391,0.84930890
392,1.17810187
393,0.09236149
394,1.06697344
395,0.97021557
396,1.44327102
397,2.41836137
398,1.32728212
399,0.96674165
400,1.43422736
401,1.84239932
402,1.78387837
403,0.32915987
404,2.16327477
405,1.37463423
406,1.25447274
407,2.33072806
408,1.57290585
409,0.53067000
410,0.02577669
411,2.44503641
412,1.37073049
413,0.91442251
414,2.13014302
415,1.49449269
416,0.79740089
417,1.40828637
418,1.13488592
419,2.21032785
420,0.80759877
421,1.13207397
422,1.94964469
423,1.35650021
424,0.02260557
425,1.21578956
426,0.64110163
427,0.81252109
428,1.93811437
429,1.09757155
430,0.66091479
431,0.82410259
432,0.28696963
433,0.54898143
434,0.40664422
435,0.48574546
436,0.02501334
437,2.06016277
438,1.36758698
439,0.56981189
440,0.36304296
441,0.64015667
442,1.70224197
443,0.54494182
444,1.53509572
445,1.54641154
446,1.65642362
447,1.69049288
448,0.86668266
449,0.85494879
450,1.08449780
451,1.14384313
452,1.92806859
453,0.14433538
454,2.08838048
455,1.06766946
456,0.20203524
457,2.01798198
458,0.90916800
459,1.06748148
460,1.13231761
461,2.20353788
462,1.45646636
463,1.49117220
464,0.01490304
465,2.23295948
466,1.68667857
467,1.62964044
468,1.93265943
469,1.32061483
470,2.46321581
471,1.80428978
472,0.46077888
473,1.42517743
474,0.09153654
475,1.01891887
476,1.71727668
477,1.52242981
478,1.76077256
479,1.69384420
480,1.14885950
481,1.81025370
482,0.33559163
483,1.19661826
484,0.47536999
485,1.22169652
486,0.31893683
487,1.43429554
488,0.21961656
489,0.54304787
490,0.20633949
491,0.66004420
492,1.43303028
493,0.26577763
494,1.05302031
495,0.65502928
496,1.44541126
497,0.42667307
498,1.14493388
499,0.56239640
500,0.55244940
501,0.33134433
502,0.61368788
503,0.59855048
504,2.17042197
505,0.51583772
506,1.83491055
507,1.98020057
508,0.44670006
509,1.96632780
510,0.07162592
511,2.16264589
512,1.08853177
513,0.81705611
514,1.96970417
515,0.93575321
516,1.96626838
517,0.62821996
518,0.67293466
519,1.25416577
520,2.13047290
521,1.02628103
522,0.41994730
523,2.27770769
524,0.64788821
525,0.35912810
526,0.54482213
527,2.40496439
528,0.98116484
529,1.40778912
530,1.30629008
531,0.66960565
532,0.76299045
533,1.98511331
534,2.12316573
535,0.58903195
536,0.33830682
537,1.26334457
538,2.35715372
539,2.40326515
540,0.90188224
541,0.46901172
542,1.38532975
543,0.93307174
544,0.00716220
545,2.17895032
546,0.60992312
547,0.11723796
548,1.26878548
549,0.51123362
550,0.83992570
551,0.49320285
552,2.23782760
553,0.46057068
554,2.28144568
555,1.31518711
556,0.83761224
557,1.92018360
558,0.25937145
559,0.24643574
560,0.73691087
561,0.11792931
562,2.31370019
563,2.08416600
564,2.38990330
565,2.09976961
566,1.49567830
567,0.20371895
568,0.16860948
569,0.73391086
570,2.25064919
571,0.47644476
572,2.13784868
573,0.18947361
574,0.07663679
575,2.34824215
576,0.11056123
577,0.54381827
578,2.06279843
579,1.44438779
580,2.37498001
581,0.28567957
582,0.17345319
583,0.42286991
584,0.78577161
585,1.40199634
586,1.82882178
587,2.05483056
588,0.73858164
589,1.87866603
590,1.68535185
591,1.64806569
592,1.60410860
593,0.57385171
594,1.77010909
595,1.26702929
596,2.17752816
597,1.50639473
598,0.18919328
599,1.51022235
600,0.11017348
601,1.92462468
602,1.32045907
603,1.20297975
604,2.15223588
605,1.89153297
606,1.67734375
607,1.28178484
608,1.39165415
609,0.54505919
610,1.47041442
611,2.41860372
612,1.14051523
613,0.42091730
614,0.80558077
615,1.64462958
616,0.34205800
617,2.45361231
618,2.21938847
619,0.77494264
620,1.36865958
621,1.36427851
622,0.75332741
623,1.82069562
624,2.17571306
625,0.56906750
626,1.31561751
627,1.16967982
628,0.34959370
629,2.42369423
630,1.24151529
631,1.88724368
632,0.89337463
633,0.91819960
634,0.95685520
635,1.78556869
636,1.26215919
637,0.53943793
638,2.38602674
639,1.42290577
640,1.42068148
641,2.15480664
642,1.13936663
643,1.80949484
644,1.80606766
645,0.71635895
646,0.97547051
647,0.22526673
648,0.93116144
649,0.70373772
650,1.61376951
651,1.94586943
652,2.17681400
653,1.41564468
654,1.18443806
655,0.41546276
656,1.35817186
657,1.53800536
658,2.27537311
659,0.34736496
660,1.16593282
661,1.27906400
662,2.05192041
663,1.25788264
664,1.98537339
665,2.20034386
666,2.40894310
667,1.45056830
668,1.71718600
669,0.16360701
670,0.15165344
671,0.40159342
672,0.57410533
673,2.19531441
674,2.15192957
675,0.58946588
676,1.47910241
677,1.40010643
678,2.44498384
679,0.12081354
680,0.04867510
681,0.51952048
682,0.24854410
683,0.44717337
684,1.62703426
685,1.94459780
686,0.26878582
687,1.42468057
688,0.62406390
689,1.31446781
690,0.06591910
691,2.22277266
692,1.84832770
693,1.26829334
694,0.66394268
695,1.80581082
696,1.47611555
697,0.89414652
698,0.23989051
699,1.70864463
700,1.10600578
701,1.44013919
702,2.43006057
703,2.05495619
704,2.33109873
705,1.87022771
706,1.48994034
707,0.47362803
708,1.04980107
709,1.17086843
710,0.52440643
711,0.10341506
712,0.01339226
713,1.23209052
714,0.66138970
715,0.68006154
716,2.39416521
717,0.70251040
718,1.82711739
719,1.11281741
720,1.53025870
721,0.76440544
722,2.36936623
723,0.86661397
724,1.80370259
725,2.38951382
726,1.08497158
727,1.64933285
728,0.66640986
729,0.51518384
730,1.12425074
731,0.00601045
732,1.51775595
733,2.08627235
734,0.07402659
735,1.03910894
736,0.22695610
737,0.91392524
738,0.56869076
739,1.24730632
740,1.77240271
741,1.33717271
742,1.40438146
743,0.18472842
744,1.19105210
745,2.14373437
746,2.36074723
747,1.85650227
748,1.40923911
749,2.03123225
750,1.23771668
751,1.90948419
752,2.38084761
753,0.17496699
754,0.75605161
755,1.07860073
756,0.27052676
757,1.60809488
758,1.32047664
759,1.92135316
760,0.35684519
761,0.44960126
762,0.38234139
763,2.30025669
764,0.71053923
765,1.47655015
766,1.35210486
767,1.12554109
768,0.74147258
769,0.53889513
770,1.57036635
771,1.35736454
772,1.74697510
773,1.15534816
774,0.94543969
775,0.36684864
776,0.05052739
777,2.43927659
778,1.08377935
779,1.34908071
780,0.68613670
781,1.19620653
782,2.43260737
783,0.63591661
784,1.56888870
785,2.28505585
786,2.43769490
787,1.44745027
788,1.91831474
789,2.16187929
790,0.52512746
791,2.34308296
792,0.47254089
793,1.99767402
794,0.08928997
795,2.27273672
796,1.21721983
797,1.13899710
798,0.48699558
799,0.77097850
800,0.07094612
801,0.60197563
802,1.94435886
803,0.06589174
804,1.64176281
805,2.22268736
806,0.42896830
807,0.26229008
808,1.27212310
809,1.11051261
810,1.19805765
811,2.35919089
812,0.13379543
813,0.01188786
814,1.19223961
815,0.57819687
816,0.92721562
817,1.17992205
818,1.41939257
819,0.76724304
820,0.12396386
821,2.27119396
822,2.00142268
823,1.35739612
824,0.54854984
825,0.91930156
826,2.20908178
827,0.46439666
828,1.91352735
829,0.87323794
830,2.32339423
831,0.67973782
832,2.27603283
833,2.32492887
834,1.14620148
835,1.77514597
836,1.38835657
837,1.72557122
838,1.29540528
839,2.45867906
840,1.37677610
841,2.42392182
842,1.10556925
843,2.39000977
844,1.03430294
845,0.89233410
846,2.33823754
847,1.44789859
848,0.43833271
849,0.64329012
850,1.90980859
851,2.03574562
852,0.13770572
853,1.33499684
854,2.08288612
855,0.39161129
856,0.19906707
857,0.23960911
858,2.39751307
859,0.00482141
860,0.26451429
861,1.02257474
862,2.35158758
863,1.75697739
864,1.85827173
865,0.60645414
866,1.22799676
867,1.89553949
868,1.07877534
869,1.73679983
870,0.04312077
871,2.25792850
872,1.65670705
873,2.38870578
874,1.56717726
875,0.89852744
876,1.21791573
877,0.95459229
878,1.00697139
879,0.64801066
880,0.06630677
881,0.52779002
882,2.04163773
883,0.60344672
884,2.26112992
885,0.92444627
886,1.37288381
887,0.54961646
888,0.05422427
889,2.22693529
890,1.56755951
891,2.16106679
892,1.80114649
893,1.67097236
894,0.44283356
895,1.69117040
896,2.44835567
897,2.16497277
898,1.31365024
899,0.37280684
900,0.31228414
901,0.05696669
902,1.62691166
903,2.19787771
904,0.56170698
905,0.80185814
906,0.46336846
907,0.52309293
908,2.44641274
909,0.73902750
910,2.40158245
911,0.13939078
912,2.15603506
913,1.96821571
914,0.64576381
915,1.90259650
916,1.58743841
917,2.10245867
918,2.09279877
919,0.62849485
920,0.61109738
921,1.79370682
922,1.27850451
923,2.09725040
924,0.89886734
925,0.89754895
926,2.06790870
927,0.64764989
928,1.00072260
929,1.03258636
930,1.21126897
931,0.47658118
932,1.87413191
933,0.13447053
934,1.88805391
935,0.00835652
936,1.56355267
937,0.13900757
938,0.06097059
939,0.70798313
940,0.09743963
941,1.84722643
942,0.83470486
943,0.71382704
944,0.76096730
945,0.78367663
946,0.92748492
947,0.81718674
948,0.30913586
949,1.96589662
950,1.27774835
951,1.41494870
952,0.16721707
953,1.40805061
954,2.15415727
955,1.80974340
956,1.51403057
957,1.83695601
958,1.54061227
959,1.51101426
960,1.10546933
961,0.36613152
962,0.97019412
963,2.22563002
964,1.43040020
965,0.63685146
966,2.43073745
967,0.32095699
968,2.06575161
969,1.61111997
970,1.92026414
971,0.83655839
972,2.39791539
973,2.41717172
974,0.39640139
975,0.11096502
976,1.05481515
977,1.56841072
978,1.06966049
979,1.01316605
980,0.05375593
981,1.84861177
982,0.02934181
983,1.96010924
984,0.71851325
985,0.55465848
986,0.77780651
987,0.94406555
988,1.94662024
989,2.15963278
990,0.35013414
991,1.38645950
992,1.84019320
993,0.85592703
994,0.32780336
995,1.43520410
996,0.29007185
997,2.25601113
998,0.68889187
999,0.56270326
1000,0.36836028
1001,1.77437783
1002,0.06390128
1003,1.82606215
1004,0.63044406
1005,0.58988721
1006,1.63484928
1007,1.99231433
1008,1.62953024
1009,1.00534229
1010,0.89554290
1011,1.48970603
1012,0.70797698
1013,0.33615427
1014,0.70407443
1015,0.48150776
1016,0.84969292
1017,2.00812161
1018,0.11138928
1019,0.69760799
1020,0.10098590
1021,0.78787603
1022,0.36444342
1023,2.02446398
1024,1.07483279
1025,1.35655460
1026,1.92193294
1027,2.17797889
1028,0.91509196
1029,0.38810524
1030,2.07927026
1031,1.83015180
1032,1.92585671
1033,0.54320108
1034,0.86579044
1035,1.45390332
1036,2.23764786
1037,0.68168411
1038,0.14592597
1039,0.84012763
1040,0.33882602
1041,1.62622256
1042,2.33914746
1043,0.68559551
1044,1.91899099
1045,0.60693989
1046,0.26709679
1047,0.08180220
1048,1.99852372
1049,0.94809087
1050,2.34341902
1051,0.22892941
1052,1.55890812
1053,1.27488338
1054,1.42542603
1055,1.03911036
1056,0.78677058
1057,2.12400006
1058,1.48994939
1059,1.82825517
1060,2.11240444
1061,1.06562685
1062,2.28155989
1063,0.16872009
1064,2.32493151
1065,0.35906632
1066,0.27092325
1067,1.95948744
1068,1.39087230
1069,2.01905033
1070,1.50726146
1071,1.08132126
1072,1.13053861
1073,0.96547816
1074,0.05344651
1075,1.92597181
1076,0.21133803
1077,2.04393962
1078,1.15617413
1079,0.83330622
1080,0.06380240
1081,1.11939155
1082,1.79025024
1083,0.64250160
1084,1.64297650
1085,1.87710730
1086,0.74936535
1087,1.38035882
1088,2.15495013
1089,0.68003272
1090,1.48982399
1091,1.38139988
1092,0.94293292
1093,1.27938612
1094,2.12990571
1095,0.16498690
1096,0.26307844
1097,1.55181893
1098,1.53370670
1099,0.04032349
1100,0.21421370
1101,0.69695638
1102,1.07527874
1103,1.95648544
1104,0.49292898
1105,2.06083029
1106,0.33635181
1107,1.16874122
1108,0.88071367
1109,0.32707637
1110,2.14208488
1111,0.38251644
1112,0.55701703
1113,1.06436980
1114,1.82795398
1115,0.31795780
1116,2.33739842
1117,0.46691484
1118,1.60628183
1119,0.70611254
1120,1.37962575
1121,1.33787090
1122,0.42719341
1123,1.85187979
1124,2.07484654
1125,0.88961528
1126,1.55851269
1127,1.96503029
1128,1.97267953
1129,1.94390576
1130,2.05170475
1131,1.00917814
1132,0.48302162
1133,0.94727418
1134,1.31827241
1135,1.53911434
1136,1.81626109
1137,1.25514335
1138,1.59264040
1139,2.36339078
1140,1.00431497
1141,0.87123731
1142,2.27319048
1143,2.12911141
1144,0.13370928
1145,2.40144001
1146,0.95426406
1147,1.71539701
1148,0.76910321
1149,1.98876256
1150,0.30973496
1151,0.32380667
1152,1.08285922
1153,2.15982283
1154,0.99861297
1155,1.16221213
1156,0.04370521
1157,2.24166974
1158,0.09714920
1159,1.94503650
1160,2.25281295
1161,1.74471553
1162,1.95650932
1163,0.78760377
1164,1.74337851
1165,1.66525572
1166,2.33934428
1167,0.51731508
1168,0.45345609
1169,0.07538156
1170,1.78808939
1171,2.09577442
1172,2.26877435
1173,0.59482311
1174,0.69434554
1175,0.16874201
1176,1.61321162
1177,1.76628453
1178,1.18960087
1179,1.13494391
1180,0.38817506
1181,0.91396129
1182,0.57226566
1183,1.48166644
1184,2.04967885
1185,0.52107920
1186,2.21037701
1187,2.40580107
1188,2.37345905
1189,1.95046386
1190,0.53282576
1191,2.23206186
1192,0.42462322
1193,2.33449465
1194,1.21976649
1195,2.23783856
1196,2.18025614
1197,1.73007356
1198,1.30202517
1199,0.03745955
1200,1.41760532
1201,0.97992995
1202,0.26753819
1203,1.72986478
1204,0.24810491
1205,2.22455303
1206,0.33711181
1207,1.91251486
1208,1.24163920
1209,0.49684173
1210,1.23733783
1211,0.89409011
1212,2.24910479
1213,2.14473881
1214,0.15803695
1215,0.95791291
1216,0.83512791
1217,0.09258171
1218,1.55898436
1219,2.07579667
1220,1.06244408
1221,1.50325465
1222,1.73496555
1223,1.63361640
1224,0.78896149
1225,0.69881759
1226,2.24176926
1227,1.74602371
1228,0.39460162
1229,1.43742781
1230,1.16862766
1231,0.18843299
1232,1.13641292
1233,2.06216036
1234,1.11584232
1235,1.12834153
1236,0.75517357
1237,1.59677424
1238,0.00098538
1239,1.74196718
1240,1.52328339
1241,1.42147015
1242,0.40058203
1243,0.15818266
1244,0.43941675
1245,1.63484857
1246,1.39880506
1247,0.02811824
1248,1.30304473
1249,2.13000351
1250,0.05094111
1251,2.13593177
1252,0.45604274
1253,1.95787182
1254,0.13662927
1255,0.50688202
1256,0.70498279
1257,1.96685231
1258,1.80393107
1259,1.73909917
1260,1.86727271
1261,1.13889516
1262,0.14464636
1263,2.42405059
1264,2.04125939
1265,0.25421738
1266,1.44952503
1267,1.29713889
1268,2.20723228
1269,2.14516082
1270,1.71181313
1271,1.16275452
1272,1.33157432
1273,0.11046124
1274,2.40233283
1275,2.14352504
1276,0.46459584
1277,0.96584916
1278,0.04855854
1279,2.39133304
1280,0.79454872
1281,1.89876506
1282,0.86014419
1283,0.67182591
1284,0.26132488
1285,1.95965543
1286,0.04657380
1287,0.83289835
1288,2.05839624
1289,2.33600866
1290,0.48921526
1291,0.04596565
1292,1.69236284
1293,0.74667010
1294,1.98393603
1295,1.52396729
1296,0.46202027
1297,2.23183490
1298,2.34909967
1299,0.64819545
1300,2.17823038
1301,1.84803706
1302,2.04132944
1303,1.69727586
1304,0.25902611
1305,2.12772527
1306,0.46650454
1307,0.24415497
1308,0.31746546
1309,2.32962175
1310,1.43224988
1311,2.35524259
1312,2.31115864
1313,0.57477987
1314,0.61532625
1315,1.70517164
1316,0.11768313
1317,1.04883794
1318,0.69999077
1319,2.18272078
1320,0.06489522
1321,0.65639735
1322,1.77293662
1323,1.75508139
1324,2.16691638
1325,0.43851129
1326,1.22845774
1327,1.79701621
1328,1.18396661
1329,1.41225653
1330,0.72168162
1331,0.10771783
1332,1.54981978
1333,1.52201336
1334,2.32629034
1335,0.78861325
1336,2.06487314
1337,1.29887315
1338,1.07611623
1339,0.11733522
1340,2.03828323
1341,1.97361350
1342,1.34177300
1343,1.83239375
1344,1.83642442
1345,1.44572159
1346,0.86257780
1347,1.72766908
1348,1.77030446
1349,1.12586709
1350,0.86704280
1351,1.89945300
1352,0.94897613
1353,0.98287219
1354,0.74081944
1355,1.75624855
1356,2.31778985
1357,0.71081405
1358,1.87142295
1359,1.18840120
1360,1.69066346
1361,1.83067974
1362,0.76748183
1363,0.13913422
1364,1.79251473
1365,1.94230102
1366,1.87730946
1367,1.55845963
1368,0.01992925
1369,1.18866081
1370,0.56360249
1371,0.11769959
1372,1.73402111
1373,0.42734937
1374,1.16141827
1375,1.06830303
1376,1.38371589
1377,1.35047846
1378,1.32826703
1379,1.67808476
1380,0.32597478
1381,2.30589487
1382,1.73547184
1383,0.88960629
1384,0.44256149
1385,1.61784393
1386,1.18935313
1387,1.48892478
1388,1.57527039
1389,0.29619735
1390,0.38702941
1391,1.92990412
1392,1.71467404
1393,1.89150998
1394,1.84045103
1395,1.39653872
1396,0.03528040
1397,1.20065292
1398,2.30250810
1399,0.89001936
1400,2.16458952
1401,1.77077352
1402,1.06643151
1403,1.02650751
1404,1.22512954
1405,0.76461779
1406,0.52664469
1407,1.34847117
1408,0.36954913
1409,0.18157498
1410,1.11195157
1411,2.16020348
1412,1.52536050
1413,2.44412543
1414,2.11932838
1415,0.72365260
1416,1.66840818
1417,0.69186163
1418,2.30309564
1419,1.63259372
1420,2.03865003
1421,0.10356370
1422,1.05962941
1423,1.29725605
1424,0.64472942
1425,0.26066209
1426,0.61236891
1427,1.37835931
1428,0.65781954
1429,2.33923535
1430,2.05441319
1431,2.26910393
1432,1.32377880
1433,2.39989070
1434,1.72830914
1435,2.18011687
1436,1.91592710
1437,1.98220274
1438,0.30861539
1439,1.65072182
1440,0.48481134
1441,1.58382887
1442,1.97367187
1443,1.60008369
1444,0.85431986
1445,2.17941411
1446,1.69858000
1447,0.58971937
1448,1.57689684
1449,1.30315027
1450,0.00911669
1451,0.13968309
1452,1.08311206
1453,1.01249237
1454,1.32567775
1455,2.04718271
1456,1.77580934
1457,0.31751615
1458,1.06975628
1459,1.24524481
1460,1.60768930
1461,0.88630511
1462,1.71724273
1463,0.90842984
1464,0.93721437
1465,1.20326263
1466,0.93877332
1467,0.46124910
1468,0.21267758
1469,0.64411743
1470,1.15327766
1471,1.01708004
1472,1.94373690
1473,1.04573933
1474,1.52300451
1475,1.13417371
1476,2.24357485
1477,0.81561514
1478,2.33387892
1479,2.16576182
1480,1.37313866
1481,1.62660852
1482,0.48845388
1483,1.16470624
1484,1.58771919
1485,1.63961181
1486,0.53759275
1487,1.57912395
1488,1.57919082
1489,0.73779430
1490,0.15702787
1491,1.55340209
1492,1.09789928
1493,2.02266440
1494,0.91305155
1495,1.34014708
1496,1.14674021
1497,0.37808479
1498,1.74521873
1499,1.57714985
1500,1.21140373
1501,1.07091333
1502,0.40524379
1503,1.62769369
1504,1.53412990
1505,2.15292059
1506,1.39412892
1507,1.47331817
1508,1.33564991
1509,1.59788095
1510,1.86605926
1511,2.33352307
1512,0.92426175
1513,1.90526738
1514,1.21867691
1515,1.41540225
1516,1.72687675
1517,0.29717726
1518,1.85743270
1519,1.38777189
1520,1.02472220
1521,1.82303162
1522,1.51303813
1523,0.38992137
1524,0.32125661
1525,2.28296101
1526,0.88750069
1527,2.21513020
1528,0.53881704
1529,0.02489371
1530,0.54794534
1531,2.06351240
1532,1.38517249
1533,0.75992070
1534,0.59992710
1535,2.29966365
1536,2.18192993
1537,0.26864618
1538,1.51376702
1539,0.08656608
1540,0.36515410
1541,2.02058323
1542,0.32660864
1543,0.57380586
1544,2.07911156
1545,1.25770647
1546,2.30961901
1547,0.73811147
1548,0.84000078
1549,1.67600939
1550,2.15824685
1551,1.45757299
1552,2.11532289
1553,1.11085843
1554,0.74643670
1555,0.76726731
1556,1.09593403
1557,1.39374064
1558,0.60262052
1559,0.80445598
1560,1.46049424
1561,1.84265220
1562,0.89557813
1563,1.11469514
1564,1.68086446
1565,0.90032568
1566,1.15550556
1567,0.71215315
1568,2.33144226
1569,1.98553565
1570,1.92569013
1571,1.68230456
1572,0.53475571
1573,0.78028104
1574,0.65127561
1575,0.79146097
1576,1.18635699
1577,2.31758659
1578,1.21933342
1579,2.24461932
1580,1.28056488
1581,1.60590712
1582,0.53856150
1583,0.57478100
1584,2.22927462
1585,1.17963083
1586,0.97871545
1587,0.95644995
1588,0.01622386
1589,0.64654318
1590,0.90246055
1591,1.27744788
1592,0.53068328
1593,2.36506330
1594,1.20959593
1595,0.71411293
1596,1.30585631
1597,1.16698046
1598,1.19615597
1599,1.10490861
1600,1.96856913
1601,0.92309130
1602,0.73804009
1603,2.36431809
1604,0.72093751
1605,2.13343900
1606,0.22430497
1607,1.10017441
1608,1.97271172
1609,0.55109959
1610,1.35853165
1611,1.31164622
1612,1.14797780
1613,1.84698606
1614,1.34560604
1615,1.13293104
1616,1.01520922
1617,0.39596095
1618,1.11284605
1619,1.09644399
1620,0.95011640
1621,0.50892309
1622,1.50151146
1623,1.03194810
1624,2.28093072
1625,0.15058969
1626,1.12153153
1627,2.45789793
1628,0.37563605
1629,0.94628947
1630,1.32892387
1631,2.40029807
1632,1.39984233
1633,1.07164101
1634,0.92830369
1635,0.48034392
1636,2.06424719
1637,1.28539646
1638,0.13174827
1639,1.63551971
1640,1.87502063
1641,0.43528359
1642,0.11725072
1643,0.15915014
1644,1.43524061
1645,0.13974752
1646,1.12507993
1647,1.06683406
1648,0.75192993
1649,1.10539905
1650,0.82349144
1651,0.44430357
1652,2.21537187
1653,0.63439862
1654,0.31351121
1655,1.11121892
1656,0.68594023
1657,1.82360171
1658,0.94898080
1659,0.27549829
1660,0.53128611
1661,1.60946396
1662,2.27250905
1663,0.84220537
1664,0.67606735
